Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties
CHEMBL2430497,,0,502.55,1,3.47,21,O=c1ccc2ccc(OCc3cn(-c4ccc(S(=O)(=O)NCCc5ccccc5)cc4)nn3)cc2o1,IC50,'=',12500.0,nM,4.9,,,UO_0000065,9.76,0.19,1.43,4.22,False,CHEMBL3592237,Inhibition of CYP19 (unknown origin) using O-benzyl fluorescein benzyl ester substrate preincubated for 10 mins by fluorimetric analysis relative to control,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL3588765,1,Scientific Literature,Bioorg. Med. Chem.,2015.0,None,
CHEMBL1083665,,0,337.36,0,3.57,4,O=c1c2ccccc2sc2c(Cn3ccnc3)ccc([N+](=O)[O-])c12,IC50,'=',16.5,nM,7.78,,,UO_0000065,23.07,0.44,4.21,9.97,False,CHEMBL3225087,Inhibition of CYP19 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL3217591,1,Scientific Literature,MedChemComm,2012.0,None,
CHEMBL3752892,,0,350.5,1,5.08,38b,C[C@]12CC[C@H]3[C@@H](CCC4=C(SCF)C(=O)CC[C@@]43C)[C@@H]1CCC2=O,IC50,'=',800.0,nM,6.1,,,UO_0000065,17.39,0.35,1.02,17.86,False,CHEMBL3756939,"Inhibition of human aromatase extracted from placental microsomes using [1beta,2beta-3H]androstenedione as substrate after 10 mins",B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL3751755,1,Scientific Literature,Eur. J. Med. Chem.,2015.0,None,
CHEMBL193343,,0,249.31,0,4.30,BDBM8908,CCOc1ccc2cc(-c3cccnc3)ccc2c1,IC50,'=',6639.0,nM,5.18,,384959,UO_0000065,20.77,0.37,0.88,23.41,False,CHEMBL3888233,"CYP19 Inhibition Assay: The enzyme was obtained from the microsome fraction of fresh human placenta (St. Josephs Krankenhaus, Saarbrucken-Dudweiler, Germany) according to the method of Thompson and Siiteri (Thompson, E. A. & Siiteri, P. K., J. Biol. Chem. 249: 5364-5372 (1974)). The isolated microsomes were suspended in a mini mum volume of phosphate buffer (0.05 M; pH 7.4; 20% glycerol). In addition, DTT (10 mM) and EDTA (1 mM) were added to protect the enzyme from degradation reactions. The protein concentration was determined according to Lowry et al. (Lowry, O. H. et al., J. Biol. Chem. 193: 265-275 (1951)) and should be about 35 mg/ml after the processing.",B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL3886626,37,BindingDB Database,,2016.0,None,
CHEMBL206070,,0,221.3,0,4.13,BDBM8895,CC1CC(c2cccnc2)=Cc2ccccc21,IC50,'=',3551.0,nM,5.45,,384972,UO_0000065,24.63,0.44,1.32,42.28,False,CHEMBL3888233,"CYP19 Inhibition Assay: The enzyme was obtained from the microsome fraction of fresh human placenta (St. Josephs Krankenhaus, Saarbrucken-Dudweiler, Germany) according to the method of Thompson and Siiteri (Thompson, E. A. & Siiteri, P. K., J. Biol. Chem. 249: 5364-5372 (1974)). The isolated microsomes were suspended in a mini mum volume of phosphate buffer (0.05 M; pH 7.4; 20% glycerol). In addition, DTT (10 mM) and EDTA (1 mM) were added to protect the enzyme from degradation reactions. The protein concentration was determined according to Lowry et al. (Lowry, O. H. et al., J. Biol. Chem. 193: 265-275 (1951)) and should be about 35 mg/ml after the processing.",B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL3886626,37,BindingDB Database,,2016.0,None,
CHEMBL4173941,,0,764.93,2,6.59,28,COc1ccc(S(=O)(=O)NCCc2c(C(c3ccc(O)cc3)c3[nH]c4ccccc4c3CCNS(=O)(=O)c3ccc(OC)cc3)[nH]c3ccccc23)cc1,IC50,'=',700.0,nM,6.16,,,UO_0000065,8.05,0.16,-0.44,3.79,False,CHEMBL4142230,Inhibition of aromatase (unknown origin) using O-benzyl fluorescein benzyl ester as substrate in presence of NADPH-generating system by fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL4138181,1,Scientific Literature,Eur J Med Chem,2018.0,None,
CHEMBL4159550,,0,789.94,2,5.99,41,COc1ccc(S(=O)(=O)NCCc2c(C3(c4[nH]c5ccccc5c4CCNS(=O)(=O)c4ccc(OC)cc4)C(=O)Nc4ccccc43)[nH]c3ccccc23)cc1,IC50,'=',2800.0,nM,5.55,,,UO_0000065,7.03,0.14,-0.44,3.24,False,CHEMBL4142230,Inhibition of aromatase (unknown origin) using O-benzyl fluorescein benzyl ester as substrate in presence of NADPH-generating system by fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL4138181,1,Scientific Literature,Eur J Med Chem,2018.0,None,
CHEMBL3752381,,0,511.66,2,5.08,96,CC(=O)O[C@H]1CC[C@@]2(C)C(=C/C(=N\OCCCn3ccnc3)[C@H]3[C@@H]4CC[C@H](OC(C)=O)[C@@]4(C)CC[C@@H]32)C1,IC50,'=',12000.0,nM,4.92,,,UO_0000065,9.62,0.18,-0.16,5.35,False,CHEMBL3756950,"Inhibition of human aromatase extracted from placental microsomes using [1beta,2beta-3H]testosterone as substrate measured at 7 to 21 mins by scintillation counting analysis",B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL3751755,1,Scientific Literature,Eur. J. Med. Chem.,2015.0,None,
CHEMBL1915159,,0,308.36,0,1.03,4f,COC(=O)[C@H]1Cc2c([nH]c3ccccc23)CN1S(C)(=O)=O,IC50,'=',68100.0,nM,4.17,,,UO_0000065,13.51,0.27,3.14,5.24,False,CHEMBL1918238,Inhibition of aromatase after 10 mins preincubation by plate reader relative to control,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1914395,1,Scientific Literature,Bioorg. Med. Chem.,2011.0,None,
CHEMBL1915176,,0,272.35,0,2.64,7b,CC(C)CN1Cc2[nH]c3ccccc3c2C[C@H]1C(=O)O,IC50,'=',72000.0,nM,4.14,,,UO_0000065,15.21,0.28,1.5,7.35,False,CHEMBL1918238,Inhibition of aromatase after 10 mins preincubation by plate reader relative to control,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1914395,1,Scientific Literature,Bioorg. Med. Chem.,2011.0,None,
CHEMBL4176600,,0,310.31,0,3.75,8k,Fc1ccc(-c2[nH]c3cc(F)ccc3c2Cn2cncn2)cc1,IC50,'=',54.4,nM,7.26,,,UO_0000065,23.41,0.43,3.51,15.62,False,CHEMBL4143196,Inhibition of human aromatase using androstenedione as substrate and NADPH preincubated for 24 hrs followed by substrate addition measured after 24 hrs by ELISA,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL4138218,1,Scientific Literature,Eur J Med Chem,2018.0,None,
CHEMBL3134107,,0,538.55,2,5.88,"Pageno 1590, R5C2,2",COc1cc(O)c([C@@H]2C[C@@H](c3ccccc3)Oc3c(C=O)c(O)cc(O)c32)c(O)c1C(=O)/C=C/c1ccccc1,IC50,'=',3300.0,nM,5.48,,,UO_0000065,10.18,0.19,-0.4,4.11,False,CHEMBL3135123,Inhibition of aromatase (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL3132766,1,Scientific Literature,MedChemComm,2013.0,None,
CHEMBL399910,PINOCEMBRIN,2,256.26,0,2.80,"Pageno 1590, R6C2,3",O=C1C[C@@H](c2ccccc2)Oc2cc(O)cc(O)c21,IC50,'=',900.0,nM,6.05,,,UO_0000065,23.59,0.43,3.25,9.06,False,CHEMBL3135123,Inhibition of aromatase (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL3132766,1,Scientific Literature,MedChemComm,2013.0,None,
CHEMBL117,CHRYSIN,0,254.24,0,2.87,"Pageno 1590, R6C2,4",O=c1cc(-c2ccccc2)oc2cc(O)cc(O)c12,IC50,'=',800.0,nM,6.1,,,UO_0000065,23.98,0.44,3.23,8.63,False,CHEMBL3135123,Inhibition of aromatase (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL3132766,1,Scientific Literature,MedChemComm,2013.0,None,
CHEMBL3134111,,0,314.38,0,3.88,3,COc1c(C)c(OC)c2c(c1C)O[C@H](c1ccccc1)C[C@H]2O,IC50,'=',10700.0,nM,4.97,,,UO_0000065,15.81,0.3,1.09,10.37,False,CHEMBL3135122,Inhibition of human recombinant aromatase expressed in baculovirus infected insect cells using O-benzylfluorescein benzyl ester as substrate after 30 mins,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL3132766,1,Scientific Literature,MedChemComm,2013.0,None,
CHEMBL1784791,,0,375.43,0,1.38,"5, LEG 13848093",COc1cc(CC(=O)N2CCOC(Cn3ccnc3)C2)cc(OC)c1OC,IC50,'=',59.2,nM,7.23,,,UO_0000065,19.25,0.37,5.85,9.63,False,CHEMBL1785943,Inhibition of human recombinant aromatase using 7-methoxy-4-trifluoromethyl coumarin as substrate by fluorimetric analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1781936,1,Scientific Literature,J. Med. Chem.,2011.0,None,
CHEMBL1784797,,0,390.49,0,3.22,"11, SYN 19577078",O=C(CCn1ccnc1)NC[C@H]1CC[C@H](c2ncncc2-c2ccccn2)CC1,IC50,'=',3100.0,nM,5.51,,,UO_0000065,14.11,0.26,2.29,6.44,False,CHEMBL1785943,Inhibition of human recombinant aromatase using 7-methoxy-4-trifluoromethyl coumarin as substrate by fluorimetric analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1781936,1,Scientific Literature,J. Med. Chem.,2011.0,None,
CHEMBL1784806,,0,359.45,0,2.80,"22 ,BAS 11404029",CCOc1ccc(S(=O)(=O)NCCCn2ccnc2)c2ccccc12,IC50,'=',761.0,nM,6.12,,,UO_0000065,17.02,0.33,3.32,8.36,False,CHEMBL1785943,Inhibition of human recombinant aromatase using 7-methoxy-4-trifluoromethyl coumarin as substrate by fluorimetric analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1781936,1,Scientific Literature,J. Med. Chem.,2011.0,None,
CHEMBL1351273,,0,364.25,0,2.57,"25 ,BAS 12914671",COc1cc(Cl)c(S(=O)(=O)NCCCn2ccnc2)cc1Cl,IC50,'=',63.7,nM,7.2,,,UO_0000065,19.76,0.45,4.63,9.83,False,CHEMBL1785943,Inhibition of human recombinant aromatase using 7-methoxy-4-trifluoromethyl coumarin as substrate by fluorimetric analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1781936,1,Scientific Literature,J. Med. Chem.,2011.0,None,
CHEMBL1538978,,0,362.46,0,1.66,"27 ,BAS 12927218",C=CCN(c1ccc(C(=O)NCCCn2ccnc2)cc1)S(C)(=O)=O,IC50,'=',2500.0,nM,5.6,,,UO_0000065,15.46,0.31,3.94,6.65,False,CHEMBL1785943,Inhibition of human recombinant aromatase using 7-methoxy-4-trifluoromethyl coumarin as substrate by fluorimetric analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1781936,1,Scientific Literature,J. Med. Chem.,2011.0,None,
CHEMBL1784809,,0,313.35,0,1.40,"28 ,BAS 15369430",COc1ccc(S(=O)(=O)NCCCn2ccnc2)cc1F,IC50,'=',100.0,nM,7.0,,,UO_0000065,22.34,0.46,5.6,9.56,False,CHEMBL1785943,Inhibition of human recombinant aromatase using 7-methoxy-4-trifluoromethyl coumarin as substrate by fluorimetric analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1781936,1,Scientific Literature,J. Med. Chem.,2011.0,None,
CHEMBL2430506,,0,434.52,0,3.37,14,O=S(=O)(NCCc1ccccc1)c1ccc(-n2cc(COc3ccccc3)nn2)cc1,IC50,'=',9400.0,nM,5.03,,,UO_0000065,11.57,0.22,1.66,5.84,False,CHEMBL3592237,Inhibition of CYP19 (unknown origin) using O-benzyl fluorescein benzyl ester substrate preincubated for 10 mins by fluorimetric analysis relative to control,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL3588765,1,Scientific Literature,Bioorg. Med. Chem.,2015.0,None,
CHEMBL157101,KETOCONAZOLE,4,531.44,1,4.21,Ketoconazole,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,IC50,'=',2600.0,nM,5.58,,,UO_0000065,10.51,0.21,1.38,8.09,False,CHEMBL3592237,Inhibition of CYP19 (unknown origin) using O-benzyl fluorescein benzyl ester substrate preincubated for 10 mins by fluorimetric analysis relative to control,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL3588765,1,Scientific Literature,Bioorg. Med. Chem.,2015.0,None,
CHEMBL3623217,,0,421.61,1,5.75,27,C[C@]12CC[C@H]3[C@@H](CCC4=C(Sc5ccccc5)C(=O)CC[C@@]43C)[C@@H]1C[C@H](C#N)[C@@H]2O,IC50,'=',169.3,nM,6.77,,,UO_0000065,16.06,0.31,1.02,11.08,False,CHEMBL3820540,Inhibition of human placental microsomal aromatase using [1beta-3H] androstenedione as substrate assessed as tritiated H2O release after 5 mins by beta counting method,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL3817793,1,Scientific Literature,J. Med. Chem.,2016.0,None,
CHEMBL3818442,,0,327.47,0,3.97,25,C[C@]12CC[C@H]3[C@@H](CC[C@H]4C(=O)c5[nH]ccc5C[C@]34C)[C@@H]1CC[C@@H]2O,IC50,'=',512.0,nM,6.29,,,UO_0000065,19.21,0.36,2.32,11.85,False,CHEMBL3819974,Inhibition of human placental microsomal aromatase using [1beta-3H] androstenedione as substrate assessed as tritiated H2O release preincubated for 5 mins followed by protein addition measured after 20 mins by beta counting method,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL3817793,1,Scientific Literature,J. Med. Chem.,2016.0,None,
CHEMBL3415174,,0,284.27,0,2.71,28,Fc1cncc(-c2cc(F)c3c(c2)CCc2nncn2-3)c1,IC50,'>',10000.0,nM,,,,UO_0000065,,,,,False,CHEMBL3418344,Inhibition of CYP19 in human placental microsomes using [1beta-3H]androstenedione substrate,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL3414516,1,Scientific Literature,J. Med. Chem.,2015.0,None,
CHEMBL3819549,,0,326.48,0,4.46,19,C=CC[C@@H]1CC2=CC(=O)C=C[C@]2(C)[C@H]2CC[C@]3(C)[C@@H](O)CC[C@H]3[C@@H]21,IC50,'=',450.0,nM,6.35,,,UO_0000065,19.44,0.36,1.89,17.02,False,CHEMBL3820544,Inhibition of human placental microsomal aromatase using [1beta-3H] androstenedione as substrate assessed as tritiated H2O release after 15 mins by liquid scintillation counting method,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL3817793,1,Scientific Literature,J. Med. Chem.,2016.0,None,
CHEMBL3415159,,0,308.36,0,3.69,11,CC(C)c1nnc2n1-c1c(F)cc(-c3cccnc3)cc1CC2,IC50,'>',10000.0,nM,,,,UO_0000065,,,,,False,CHEMBL3418344,Inhibition of CYP19 in human placental microsomes using [1beta-3H]androstenedione substrate,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL3414516,1,Scientific Literature,J. Med. Chem.,2015.0,None,
CHEMBL3415160,,0,342.38,0,4.23,12,Fc1cc2c(cc1-c1cccnc1)CCc1nnc(-c3ccccc3)n1-2,IC50,'>',10000.0,nM,,,,UO_0000065,,,,,False,CHEMBL3418344,Inhibition of CYP19 in human placental microsomes using [1beta-3H]androstenedione substrate,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL3414516,1,Scientific Literature,J. Med. Chem.,2015.0,None,
CHEMBL1688891,,0,350.35,0,3.76,4,O=c1cc(Cn2ccnc2)c2ccc(OCc3cccc(F)c3)cc2o1,IC50,'=',113.0,nM,6.95,,,UO_0000065,19.83,0.36,3.19,12.13,False,CHEMBL3385621,Inhibition of human placental microsomal CYP19 using [1beta-3H]androstenedione substrate pre-incubated for 5 mins by scintillation counting method,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL3352054,1,Scientific Literature,Eur. J. Med. Chem.,2015.0,None,
CHEMBL3421780,,0,300.36,0,4.24,19,N#Cc1ccc(-c2ccncc2)c(OCCc2ccccc2)c1,IC50,'=',1546.0,nM,5.81,,,UO_0000065,19.35,0.35,1.57,12.66,False,CHEMBL3424481,Inhibition of human CYP19 expressed in hamster fibroblast using 500 nM [1beta-3H] androstenedione as substrate by HPLC analysis,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL3421536,1,Scientific Literature,Eur. J. Med. Chem.,2015.0,None,
CHEMBL3806046,,0,330.41,0,1.86,3m,N#Cc1ccc(S(=O)(=O)N2CCCC(Cn3ccnc3)C2)cc1,IC50,'=',36.0,nM,7.44,,,UO_0000065,22.53,0.44,5.58,9.42,False,CHEMBL3806799,Inhibition of recombinant human aromatase using 7-methoxy-4-trifluoromethyl coumarin as substrate measured at anoxic conditions by fluorescence analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL3804764,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2016.0,None,
CHEMBL2011189,,0,303.15,0,3.81,4c,O=C1c2cc(Br)ccc2OCC1c1ccccc1,IC50,'=',29000.0,nM,4.54,,,UO_0000065,14.97,0.34,0.73,17.25,False,CHEMBL2014375,Inhibition of human recombinant aromatase expressed in baculovirus/insect cells using 7-methoxy-trifluoromethylcoumarin as substrate after 30 mins by fluorescence-based spectrophotometry,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL2010679,1,Scientific Literature,Bioorg. Med. Chem.,2012.0,None,
CHEMBL2011190,,0,280.37,0,4.34,4d,CC(C)(C)c1ccc2c(c1)C(=O)C(c1ccccc1)CO2,IC50,'=',61000.0,nM,4.21,,,UO_0000065,15.03,0.27,-0.13,16.03,False,CHEMBL2014375,Inhibition of human recombinant aromatase expressed in baculovirus/insect cells using 7-methoxy-trifluoromethylcoumarin as substrate after 30 mins by fluorescence-based spectrophotometry,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL2010679,1,Scientific Literature,Bioorg. Med. Chem.,2012.0,None,
CHEMBL3422034,,0,331.42,0,4.32,"32, E/Z mixture (1:1)",NCCOc1ccc(/C(=C/c2ccccc2)c2ccc(O)cc2)cc1,IC50,'=',6290.0,nM,5.2,,,UO_0000065,15.69,0.28,0.88,9.38,False,CHEMBL3425269,Inhibition of human recombinant aromatase using 7-methoxy-trifluoromethylcoumarin as substrate assessed as formation of fluorescent metabolite after 30 mins by fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL3421623,1,Scientific Literature,J. Med. Chem.,2015.0,None,
CHEMBL3422028,,0,375.47,0,4.80,"10, E/Z mixture (1:1)",CC/C(=C(/c1ccc(O)cc1)c1ccc(OCCN)cc1)c1ccc(O)cc1,IC50,'=',45.0,nM,7.35,,,UO_0000065,19.57,0.36,2.55,9.7,False,CHEMBL3425269,Inhibition of human recombinant aromatase using 7-methoxy-trifluoromethylcoumarin as substrate assessed as formation of fluorescent metabolite after 30 mins by fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL3421623,1,Scientific Literature,J. Med. Chem.,2015.0,None,
CHEMBL3422045,,0,357.45,0,4.64,"36, E/Z mixture (1:1)",NCCOc1ccc(/C(=C2\CCc3ccccc32)c2ccc(O)cc2)cc1,IC50,'=',493.0,nM,6.31,,,UO_0000065,17.64,0.32,1.67,11.37,False,CHEMBL3425269,Inhibition of human recombinant aromatase using 7-methoxy-trifluoromethylcoumarin as substrate assessed as formation of fluorescent metabolite after 30 mins by fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL3421623,1,Scientific Literature,J. Med. Chem.,2015.0,None,
CHEMBL3422033,,0,374.48,0,4.68,"25b, E/Z mixture (1:1)",CC/C(=C(/c1ccc(N)cc1)c1ccc(OCCN)cc1)c1ccc(O)cc1,IC50,'=',48.1,nM,7.32,,,UO_0000065,19.54,0.36,2.64,8.98,False,CHEMBL3425269,Inhibition of human recombinant aromatase using 7-methoxy-trifluoromethylcoumarin as substrate assessed as formation of fluorescent metabolite after 30 mins by fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL3421623,1,Scientific Literature,J. Med. Chem.,2015.0,None,
CHEMBL3422030,,0,311.43,0,4.35,14b,CCC(CC)=C(c1ccc(O)cc1)c1ccc(OCCN)cc1,IC50,'=',1320.0,nM,5.88,,,UO_0000065,18.88,0.35,1.53,10.6,False,CHEMBL3425269,Inhibition of human recombinant aromatase using 7-methoxy-trifluoromethylcoumarin as substrate assessed as formation of fluorescent metabolite after 30 mins by fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL3421623,1,Scientific Literature,J. Med. Chem.,2015.0,None,
CHEMBL3422041,,0,411.51,0,4.59,"41, E/Z mixture (1:1)",NCCOc1ccc(/C(=C(\Cn2ccnc2)c2ccccc2)c2ccc(O)cc2)cc1,IC50,'=',16.9,nM,7.77,,,UO_0000065,18.89,0.34,3.18,10.6,False,CHEMBL3425269,Inhibition of human recombinant aromatase using 7-methoxy-trifluoromethylcoumarin as substrate assessed as formation of fluorescent metabolite after 30 mins by fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL3421623,1,Scientific Literature,J. Med. Chem.,2015.0,None,
CHEMBL3422031,,0,343.47,1,5.39,"18, E/Z mixture (1:1)",CC/C(=C(/c1ccccc1)c1ccc(OCCN)cc1)c1ccccc1,IC50,'=',913.0,nM,6.04,,,UO_0000065,17.58,0.32,0.65,17.13,False,CHEMBL3425269,Inhibition of human recombinant aromatase using 7-methoxy-trifluoromethylcoumarin as substrate assessed as formation of fluorescent metabolite after 30 mins by fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL3421623,1,Scientific Literature,J. Med. Chem.,2015.0,None,
CHEMBL1444,LETROZOLE,4,285.31,0,2.66,Letrozole,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,IC50,'=',5.3,nM,8.28,,,UO_0000065,29.01,0.51,5.62,10.57,True,CHEMBL3425269,Inhibition of human recombinant aromatase using 7-methoxy-trifluoromethylcoumarin as substrate assessed as formation of fluorescent metabolite after 30 mins by fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL3421623,1,Scientific Literature,J. Med. Chem.,2015.0,None,
CHEMBL287647,,0,274.36,0,2.38,36,CCC(C)CC1(c2ccc(N)cc2)CCC(=O)NC1=O,IC50,'=',1100.0,nM,5.96,,,UO_0000065,21.72,0.41,3.58,8.25,False,CHEMBL4398430,"Inhibition of human placental microsome aromatase using [1beta,2beta3H]-]testosterone as substrate measured up to 21 mins in presence of NADPH by liquid scintillation spectrometer method",B,BAO_0000251,microsome format,Homo sapiens,CHEMBL3987910,Placenta,None,Microsome,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL4396892,1,Scientific Literature,Eur J Med Chem,2019.0,None,
